"Step","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val/test_score/GSM8k","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val/test_score/GSM8k__MAX"
"0","0.36239575435936316","0.36239575435936316","0.36239575435936316","0.3214556482183472","0.3214556482183472","0.3214556482183472","0.3434420015163002","0.3434420015163002","0.3434420015163002"
"4","0.4624715693707354","0.4624715693707354","0.4624715693707354","0.4313874147081122","0.4313874147081122","0.4313874147081122","0.45109931766489764","0.45109931766489764","0.45109931766489764"
"8","0.7338893100833965","0.7338893100833965","0.7338893100833965","0.7156937073540561","0.7156937073540561","0.7156937073540561","0.7119029567854435","0.7119029567854435","0.7119029567854435"
"12","0.7505686125852918","0.7505686125852918","0.7505686125852918","0.7543593631539045","0.7543593631539045","0.7543593631539045","0.7467778620166793","0.7467778620166793","0.7467778620166793"
"16","0.7725549658832449","0.7725549658832449","0.7725549658832449","0.7680060652009097","0.7680060652009097","0.7680060652009097","0.7498104624715694","0.7498104624715694","0.7498104624715694"
"20","0.7657316148597423","0.7657316148597423","0.7657316148597423","0.7740712661106899","0.7740712661106899","0.7740712661106899","0.7528430629264594","0.7528430629264594","0.7528430629264594"
"24","0.7695223654283548","0.7695223654283548","0.7695223654283548","0.7710386656557998","0.7710386656557998","0.7710386656557998","0.755117513267627","0.755117513267627","0.755117513267627"
"28","0.775587566338135","0.775587566338135","0.775587566338135","0.7884761182714177","0.7884761182714177","0.7884761182714177","0.7626990144048522","0.7626990144048522","0.7626990144048522"
"32","0.7778620166793025","0.7778620166793025","0.7778620166793025","0.778620166793025","0.778620166793025","0.778620166793025","0.759666413949962","0.759666413949962","0.759666413949962"
"36","0.7839272175890827","0.7839272175890827","0.7839272175890827","0.7793783169067475","0.7793783169067475","0.7793783169067475","0.7626990144048522","0.7626990144048522","0.7626990144048522"
"40","0.7899924184988628","0.7899924184988628","0.7899924184988628","0.7740712661106899","0.7740712661106899","0.7740712661106899","0.7680060652009097","0.7680060652009097","0.7680060652009097"
"44","0.7862016679302501","0.7862016679302501","0.7862016679302501","0.7907505686125853","0.7907505686125853","0.7907505686125853","0.7877179681576952","0.7877179681576952","0.7877179681576952"
"48","0.7907505686125853","0.7907505686125853","0.7907505686125853","0.7945413191811979","0.7945413191811979","0.7945413191811979","0.7884761182714177","0.7884761182714177","0.7884761182714177"
"52","0.7975739196360879","0.7975739196360879","0.7975739196360879","0.7862016679302501","0.7862016679302501","0.7862016679302501","0.7793783169067475","0.7793783169067475","0.7793783169067475"
"56","0.799090219863533","0.799090219863533","0.799090219863533","0.7877179681576952","0.7877179681576952","0.7877179681576952","0.7854435178165277","0.7854435178165277","0.7854435178165277"
"60","0.8013646702047005","0.8013646702047005","0.8013646702047005","0.7930250189537529","0.7930250189537529","0.7930250189537529","0.796057619408643","0.796057619408643","0.796057619408643"
"64","0.8021228203184231","0.8021228203184231","0.8021228203184231","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.7952994692949203","0.7952994692949203","0.7952994692949203"
"68","0.7998483699772555","0.7998483699772555","0.7998483699772555","0.7952994692949203","0.7952994692949203","0.7952994692949203","0.7975739196360879","0.7975739196360879","0.7975739196360879"
"72","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.8043972706595905","0.8043972706595905","0.8043972706595905","0.8043972706595905","0.8043972706595905","0.8043972706595905"
"76","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.8021228203184231","0.8021228203184231","0.8021228203184231","0.800606520090978","0.800606520090978","0.800606520090978"
"80","0.8127369219105383","0.8127369219105383","0.8127369219105383","0.799090219863533","0.799090219863533","0.799090219863533","0.8074298711144806","0.8074298711144806","0.8074298711144806"
"84","0.8066717210007581","0.8066717210007581","0.8066717210007581","0.8036391205458681","0.8036391205458681","0.8036391205458681","0.8028809704321456","0.8028809704321456","0.8028809704321456"
"88","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8180439727065959","0.8180439727065959","0.8180439727065959","0.7945413191811979","0.7945413191811979","0.7945413191811979"
"92","0.8021228203184231","0.8021228203184231","0.8021228203184231","0.8028809704321456","0.8028809704321456","0.8028809704321456","0.8051554207733131","0.8051554207733131","0.8051554207733131"
"96","0.8112206216830933","0.8112206216830933","0.8112206216830933","0.8036391205458681","0.8036391205458681","0.8036391205458681","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"100","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.8081880212282032","0.8081880212282032","0.8081880212282032","0.8021228203184231","0.8021228203184231","0.8021228203184231"
"104","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8150113722517058","0.8150113722517058","0.8150113722517058","0.8013646702047005","0.8013646702047005","0.8013646702047005"
"108","0.8036391205458681","0.8036391205458681","0.8036391205458681","0.8089461713419257","0.8089461713419257","0.8089461713419257","0.8074298711144806","0.8074298711144806","0.8074298711144806"
"112","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.8119787717968158"
"116","0.8097043214556482","0.8097043214556482","0.8097043214556482","0.8142532221379833","0.8142532221379833","0.8142532221379833","0.8043972706595905","0.8043972706595905","0.8043972706595905"
"120","0.8104624715693708","0.8104624715693708","0.8104624715693708","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.800606520090978","0.800606520090978","0.800606520090978"
"124","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8188021228203184","0.8066717210007581","0.8066717210007581","0.8066717210007581"
"128","0.821076573161486","0.821076573161486","0.821076573161486","0.8134950720242609","0.8134950720242609","0.8134950720242609","0.819560272934041","0.819560272934041","0.819560272934041"
"132","0.824109173616376","0.824109173616376","0.824109173616376","0.8119787717968158","0.8119787717968158","0.8119787717968158","0.7998483699772555","0.7998483699772555","0.7998483699772555"
"136","0.8218347232752085","0.8218347232752085","0.8218347232752085","0.8036391205458681","0.8036391205458681","0.8036391205458681","0.7945413191811979","0.7945413191811979","0.7945413191811979"
"140","0.8233510235026535","0.8233510235026535","0.8233510235026535","0.7998483699772555","0.7998483699772555","0.7998483699772555","0.7968157695223654","0.7968157695223654","0.7968157695223654"
"144","0.8028809704321456","0.8028809704321456","0.8028809704321456","0.8112206216830933","0.8112206216830933","0.8112206216830933","0.7968157695223654","0.7968157695223654","0.7968157695223654"
