"Step","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.010.omi2.020_rlctx.4.8k_math.8k_orzbase_0415_1540 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.015.omi2.015_rlctx.4.8k_math.8k_orzbase_0415_1539 - val/test_score/OlympiadBench__MAX","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val/test_score/OlympiadBench","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val/test_score/OlympiadBench__MIN","rl.grpo_llama.3b_stable.130b_decay.openr1.020.omi2.010_rlctx.4.8k_orzbase_math.8k_0415_1537 - val/test_score/OlympiadBench__MAX"
"0","0.10549777117384844","0.10549777117384844","0.10549777117384844","0.09063893016344725","0.09063893016344725","0.09063893016344725","0.10549777117384844","0.10549777117384844","0.10549777117384844"
"4","0.12927191679049035","0.12927191679049035","0.12927191679049035","0.1099554234769688","0.1099554234769688","0.1099554234769688","0.12184249628528974","0.12184249628528974","0.12184249628528974"
"8","0.13818722139673106","0.13818722139673106","0.13818722139673106","0.13818722139673106","0.13818722139673106","0.13818722139673106","0.14413075780089152","0.14413075780089152","0.14413075780089152"
"12","0.15304606240713226","0.15304606240713226","0.15304606240713226","0.1575037147102526","0.1575037147102526","0.1575037147102526","0.15304606240713226","0.15304606240713226","0.15304606240713226"
"16","0.1723625557206538","0.1723625557206538","0.1723625557206538","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1723625557206538","0.1723625557206538","0.1723625557206538"
"20","0.17682020802377416","0.17682020802377416","0.17682020802377416","0.1738484398216939","0.1738484398216939","0.1738484398216939","0.18573551263001487","0.18573551263001487","0.18573551263001487"
"24","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1812778603268945","0.1812778603268945"
"28","0.1827637444279346","0.1827637444279346","0.1827637444279346","0.20059435364041606","0.20059435364041606","0.20059435364041606","0.16344725111441308","0.16344725111441308","0.16344725111441308"
"32","0.17830609212481427","0.17830609212481427","0.17830609212481427","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.17979197622585438","0.17979197622585438","0.17979197622585438"
"36","0.18722139673105498","0.18722139673105498","0.18722139673105498","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"40","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.18424962852897475","0.18424962852897475","0.18424962852897475"
"44","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.18424962852897475","0.18424962852897475","0.18424962852897475","0.19316493313521546","0.19316493313521546","0.19316493313521546"
"48","0.19910846953937592","0.19910846953937592","0.19910846953937592","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957","0.1961367013372957"
"52","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.18573551263001487","0.18573551263001487","0.18573551263001487","0.1827637444279346","0.1827637444279346","0.1827637444279346"
"56","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.2050520059435364","0.2050520059435364","0.2050520059435364"
"60","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.20059435364041606","0.20059435364041606","0.20059435364041606"
"64","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.212481426448737","0.212481426448737","0.212481426448737","0.19316493313521546","0.19316493313521546","0.19316493313521546"
"68","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.20208023774145617","0.20208023774145617","0.20208023774145617"
"72","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.19316493313521546","0.19316493313521546","0.19316493313521546"
"76","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.1812778603268945","0.1812778603268945","0.1812778603268945"
"80","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.22585438335809807","0.22585438335809807","0.22585438335809807"
"84","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.2139673105497771","0.2139673105497771","0.2139673105497771"
"88","0.20802377414561665","0.20802377414561665","0.20802377414561665","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.2050520059435364","0.2050520059435364","0.2050520059435364"
"92","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.21693907875185736","0.21693907875185736","0.21693907875185736"
"96","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.20059435364041606","0.20059435364041606","0.20059435364041606","0.2199108469539376","0.2199108469539376","0.2199108469539376"
"100","0.212481426448737","0.212481426448737","0.212481426448737","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.22288261515601784","0.22288261515601784","0.22288261515601784"
"104","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.212481426448737","0.212481426448737","0.212481426448737","0.2213967310549777","0.2213967310549777","0.2213967310549777"
"108","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.19167904903417535","0.19167904903417535","0.19167904903417535","0.21545319465081725","0.21545319465081725","0.21545319465081725"
"112","0.2065378900445765","0.2065378900445765","0.2065378900445765","0.23476968796433878","0.23476968796433878","0.23476968796433878","0.24219910846953938","0.24219910846953938","0.24219910846953938"
"116","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2451708766716196","0.2451708766716196","0.2451708766716196"
"120","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2139673105497771","0.2139673105497771","0.2139673105497771"
"124","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.23476968796433878","0.23476968796433878","0.23476968796433878"
"128","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.23328380386329867","0.23328380386329867","0.23328380386329867"
"132","0.20356612184249628","0.20356612184249628","0.20356612184249628","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.2288261515601783","0.2288261515601783","0.2288261515601783"
"136","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.22436849925705796","0.22436849925705796"
"140","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.19465081723625557","0.19465081723625557","0.19465081723625557","0.23476968796433878","0.23476968796433878","0.23476968796433878"
"144","0.20950965824665677","0.20950965824665677","0.20950965824665677","0.212481426448737","0.212481426448737","0.212481426448737","0.22436849925705796","0.22436849925705796","0.22436849925705796"
"148","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.237741456166419","0.237741456166419","0.237741456166419"
"152","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.2451708766716196","0.2451708766716196","0.2451708766716196"
"156","0.237741456166419","0.237741456166419","0.237741456166419","0.20059435364041606","0.20059435364041606","0.20059435364041606","0.22734026745913818","0.22734026745913818","0.22734026745913818"
"160","0.2362555720653789","0.2362555720653789","0.2362555720653789","0.19316493313521546","0.19316493313521546","0.19316493313521546","0.23179791976225855","0.23179791976225855","0.23179791976225855"
"164","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.1976225854383358","0.1976225854383358","0.1976225854383358","0.237741456166419","0.237741456166419","0.237741456166419"
"168","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.20059435364041606","0.20059435364041606","0.20059435364041606","0.22585438335809807","0.22585438335809807","0.22585438335809807"
"172","0.23922734026745915","0.23922734026745915","0.23922734026745915","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.2213967310549777","0.2213967310549777","0.2213967310549777"
"176","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.2050520059435364","0.2050520059435364","0.2050520059435364","0.23328380386329867","0.23328380386329867","0.23328380386329867"
"180","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.22288261515601784","0.22288261515601784","0.22288261515601784"
"184","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.237741456166419","0.237741456166419","0.237741456166419"
"188","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.21693907875185736","0.21693907875185736","0.21693907875185736","0.2303120356612184","0.2303120356612184","0.2303120356612184"
"192","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.24071322436849926","0.24071322436849926","0.24071322436849926"
"196","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.2511144130757801","0.2511144130757801","0.2511144130757801"
"200","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2540861812778603","0.2540861812778603","0.2540861812778603"
"204","0.20208023774145617","0.20208023774145617","0.20208023774145617","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.23328380386329867","0.23328380386329867","0.23328380386329867"
"208","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.23922734026745915","0.23922734026745915","0.23922734026745915"
"212","0.2199108469539376","0.2199108469539376","0.2199108469539376","0.21099554234769688","0.21099554234769688","0.21099554234769688","0.2526002971768202","0.2526002971768202","0.2526002971768202"
"216","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.21842496285289748","0.21842496285289748","0.21842496285289748","0.23328380386329867","0.23328380386329867","0.23328380386329867"
"220","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.237741456166419","0.237741456166419","0.237741456166419"
"224","0.21545319465081725","0.21545319465081725","0.21545319465081725","0.2451708766716196","0.2451708766716196","0.2451708766716196","0.24665676077265974","0.24665676077265974","0.24665676077265974"
"228","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.23922734026745915","0.23922734026745915","0.23922734026745915"
"232","0.22288261515601784","0.22288261515601784","0.22288261515601784","0.20059435364041606","0.20059435364041606","0.20059435364041606","0.24962852897473997","0.24962852897473997","0.24962852897473997"
"236","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.2213967310549777","0.2213967310549777","0.2213967310549777","0.24814264487369986","0.24814264487369986","0.24814264487369986"
"240","0.22585438335809807","0.22585438335809807","0.22585438335809807","0.23179791976225855","0.23179791976225855","0.23179791976225855","0.2436849925705795","0.2436849925705795","0.2436849925705795"
"244","0.2288261515601783","0.2288261515601783","0.2288261515601783","0.2139673105497771","0.2139673105497771","0.2139673105497771","0.24071322436849926","0.24071322436849926","0.24071322436849926"
"248","0.2303120356612184","0.2303120356612184","0.2303120356612184","0.22734026745913818","0.22734026745913818","0.22734026745913818","0.23476968796433878","0.23476968796433878","0.23476968796433878"
