"Step","rl.grpo_llama.3b_analysis_mmwebpro.openr1.ins.89101_cpt8k_rl2.4k_math.8k_orztemplate_0419_0135 - val/test_score/GSM8k","rl.grpo_llama.3b_analysis_mmwebpro.openr1.ins.89101_cpt8k_rl2.4k_math.8k_orztemplate_0419_0135 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_analysis_mmwebpro.openr1.ins.89101_cpt8k_rl2.4k_math.8k_orztemplate_0419_0135 - val/test_score/GSM8k__MAX","rl.grpo_llama.3b_analysis_mmwebpro.openr1.ins.89101_cpt8k_rl8k_math.8k_orztemplate_0419_0137 - val/test_score/GSM8k","rl.grpo_llama.3b_analysis_mmwebpro.openr1.ins.89101_cpt8k_rl8k_math.8k_orztemplate_0419_0137 - val/test_score/GSM8k__MIN","rl.grpo_llama.3b_analysis_mmwebpro.openr1.ins.89101_cpt8k_rl8k_math.8k_orztemplate_0419_0137 - val/test_score/GSM8k__MAX"
"0","0.4746019711902957","0.4746019711902957","0.4746019711902957","0.4746019711902957","0.4746019711902957","0.4746019711902957"
"4","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.5837755875663382","0.5837755875663382","0.5837755875663382"
"8","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6345716451857468","0.6345716451857468","0.6345716451857468"
"12","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6413949962092494","0.6413949962092494","0.6413949962092494"
"16","0.6520090978013646","0.6520090978013646","0.6520090978013646","0.6391205458680819","0.6391205458680819","0.6391205458680819"
"20","0.6520090978013646","0.6520090978013646","0.6520090978013646","0.6512509476876421","0.6512509476876421","0.6512509476876421"
"24","0.6497346474601972","0.6497346474601972","0.6497346474601972","0.6573161485974223","0.6573161485974223","0.6573161485974223"
"28","0.6648976497346475","0.6648976497346475","0.6648976497346475","0.66868840030326","0.66868840030326","0.66868840030326"
"32","0.6770280515542078","0.6770280515542078","0.6770280515542078","0.6664139499620925","0.6664139499620925","0.6664139499620925"
"36","0.6793025018953753","0.6793025018953753","0.6793025018953753","0.6785443517816527","0.6785443517816527","0.6785443517816527"
"40","0.6876421531463229","0.6876421531463229","0.6876421531463229","0.6762699014404853","0.6762699014404853","0.6762699014404853"
"44","0.6997725549658832","0.6997725549658832","0.6997725549658832","0.6884003032600455","0.6884003032600455","0.6884003032600455"
"48","0.7156937073540561","0.7156937073540561","0.7156937073540561","0.7210007581501138","0.7210007581501138","0.7210007581501138"
"52","0.7103866565579985","0.7103866565579985","0.7103866565579985","0.7354056103108415","0.7354056103108415","0.7354056103108415"
"56","0.711144806671721","0.711144806671721","0.711144806671721","0.7619408642911296","0.7619408642911296","0.7619408642911296"
"60","0.7179681576952237","0.7179681576952237","0.7179681576952237","0.7414708112206216","0.7414708112206216","0.7414708112206216"
"64","0.7187263078089462","0.7187263078089462","0.7187263078089462","0.7384382107657316","0.7384382107657316","0.7384382107657316"
"68","0.7172100075815011","0.7172100075815011","0.7172100075815011","0.7437452615617892","0.7437452615617892","0.7437452615617892"
"72","0.7103866565579985","0.7103866565579985","0.7103866565579985","0.7202426080363912","0.7202426080363912","0.7202426080363912"
"76","0.7126611068991661","0.7126611068991661","0.7126611068991661","0.7225170583775588","0.7225170583775588","0.7225170583775588"
"80","0.711144806671721","0.711144806671721","0.711144806671721","0.686125852918878","0.686125852918878","0.686125852918878"
"84","0.7232752084912812","0.7232752084912812","0.7232752084912812","","",""
"88","0.7217589082638363","0.7217589082638363","0.7217589082638363","","",""
"92","0.7285822592873389","0.7285822592873389","0.7285822592873389","","",""
"96","0.7437452615617892","0.7437452615617892","0.7437452615617892","","",""
"100","0.7407126611068992","0.7407126611068992","0.7407126611068992","","",""
"104","0.7391963608794542","0.7391963608794542","0.7391963608794542","","",""
"108","0.7445034116755117","0.7445034116755117","0.7445034116755117","","",""
"112","0.7543593631539045","0.7543593631539045","0.7543593631539045","","",""
"116","0.756633813495072","0.756633813495072","0.756633813495072","","",""
"120","0.7505686125852918","0.7505686125852918","0.7505686125852918","","",""
"124","0.7467778620166793","0.7467778620166793","0.7467778620166793","","",""
"128","0.7414708112206216","0.7414708112206216","0.7414708112206216","","",""
"132","0.7285822592873389","0.7285822592873389","0.7285822592873389","","",""
"136","0.733131159969674","0.733131159969674","0.733131159969674","","",""
"140","0.7467778620166793","0.7467778620166793","0.7467778620166793","","",""
"144","0.7452615617892343","0.7452615617892343","0.7452615617892343","","",""
"148","0.7475360121304018","0.7475360121304018","0.7475360121304018","","",""
"152","0.7460197119029568","0.7460197119029568","0.7460197119029568","","",""
"156","0.7619408642911296","0.7619408642911296","0.7619408642911296","","",""
"160","0.7581501137225171","0.7581501137225171","0.7581501137225171","","",""
"164","0.7611827141774071","0.7611827141774071","0.7611827141774071","","",""
"168","0.7611827141774071","0.7611827141774071","0.7611827141774071","","",""
"172","0.7573919636087946","0.7573919636087946","0.7573919636087946","","",""
"176","0.7649734647460197","0.7649734647460197","0.7649734647460197","","",""
"180","0.7695223654283548","0.7695223654283548","0.7695223654283548","","",""
"184","0.7680060652009097","0.7680060652009097","0.7680060652009097","","",""
"188","0.7687642153146323","0.7687642153146323","0.7687642153146323","","",""
"192","0.7748294162244125","0.7748294162244125","0.7748294162244125","","",""
"196","0.7657316148597423","0.7657316148597423","0.7657316148597423","","",""
"200","0.7642153146322972","0.7642153146322972","0.7642153146322972","","",""
"204","0.7808946171341926","0.7808946171341926","0.7808946171341926","","",""
